,message
683,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
684,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root
"
685,"Failed password for root from 187.141.143.180 port 56377 ssh2
"
686,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
687,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
688,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root
"
689,"Failed password for root from 187.141.143.180 port 57704 ssh2
"
690,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
691,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
692,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root
"
693,"Failed password for root from 187.141.143.180 port 59080 ssh2
"
694,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
695,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
696,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root
"
697,"Failed password for root from 187.141.143.180 port 60433 ssh2
"
698,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
699,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
700,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root
"
701,"Failed password for root from 187.141.143.180 port 33456 ssh2
"
702,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
703,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
704,"Invalid user eoor from 187.141.143.180
"
705,"input_userauth_request: invalid user eoor [preauth]
"
706,"pam_unix(sshd:auth): check pass; user unknown
"
707,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
708,"Failed password for invalid user eoor from 187.141.143.180 port 45825 ssh2
"
709,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
710,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
711,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root
"
712,"Failed password for root from 187.141.143.180 port 46973 ssh2
"
713,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
714,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
715,"Invalid user butter from 187.141.143.180
"
716,"input_userauth_request: invalid user butter [preauth]
"
717,"pam_unix(sshd:auth): check pass; user unknown
"
718,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
719,"Failed password for invalid user butter from 187.141.143.180 port 48369 ssh2
"
720,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
721,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
722,"Invalid user redhat from 187.141.143.180
"
723,"input_userauth_request: invalid user redhat [preauth]
"
724,"pam_unix(sshd:auth): check pass; user unknown
"
725,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
726,"Failed password for invalid user redhat from 187.141.143.180 port 49479 ssh2
"
727,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
728,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
729,"Invalid user oracle from 187.141.143.180
"
730,"input_userauth_request: invalid user oracle [preauth]
"
731,"pam_unix(sshd:auth): check pass; user unknown
"
732,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
733,"Failed password for invalid user oracle from 187.141.143.180 port 51169 ssh2
"
734,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
735,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
736,"Invalid user oracle from 187.141.143.180
"
737,"input_userauth_request: invalid user oracle [preauth]
"
738,"pam_unix(sshd:auth): check pass; user unknown
"
739,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
740,"Failed password for invalid user oracle from 187.141.143.180 port 52276 ssh2
"
741,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
742,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
743,"Invalid user oracle from 187.141.143.180
"
744,"input_userauth_request: invalid user oracle [preauth]
"
745,"pam_unix(sshd:auth): check pass; user unknown
"
746,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
747,"Failed password for invalid user oracle from 187.141.143.180 port 53550 ssh2
"
748,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
749,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
750,"Invalid user postgres from 187.141.143.180
"
751,"input_userauth_request: invalid user postgres [preauth]
"
752,"pam_unix(sshd:auth): check pass; user unknown
"
753,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
754,"Failed password for invalid user postgres from 187.141.143.180 port 54596 ssh2
"
755,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
756,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
757,"Invalid user nagios from 187.141.143.180
"
758,"input_userauth_request: invalid user nagios [preauth]
"
759,"pam_unix(sshd:auth): check pass; user unknown
"
760,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
761,"Failed password for invalid user nagios from 187.141.143.180 port 55761 ssh2
"
762,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
763,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
764,"Invalid user www from 187.141.143.180
"
765,"input_userauth_request: invalid user www [preauth]
"
766,"pam_unix(sshd:auth): check pass; user unknown
"
767,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
768,"Failed password for invalid user www from 187.141.143.180 port 56816 ssh2
"
769,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
770,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
771,"Invalid user abc from 187.141.143.180
"
772,"input_userauth_request: invalid user abc [preauth]
"
773,"pam_unix(sshd:auth): check pass; user unknown
"
774,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
775,"Failed password for invalid user abc from 187.141.143.180 port 58106 ssh2
"
776,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
777,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
778,"Invalid user ted from 187.141.143.180
"
779,"input_userauth_request: invalid user ted [preauth]
"
780,"pam_unix(sshd:auth): check pass; user unknown
"
781,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
782,"Failed password for invalid user ted from 187.141.143.180 port 59333 ssh2
"
783,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
784,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
785,"Invalid user vnc from 187.141.143.180
"
786,"input_userauth_request: invalid user vnc [preauth]
"
787,"pam_unix(sshd:auth): check pass; user unknown
"
788,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
789,"Failed password for invalid user vnc from 187.141.143.180 port 60547 ssh2
"
790,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
791,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
792,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=git
"
793,"Failed password for git from 187.141.143.180 port 33532 ssh2
"
794,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
795,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
796,"Invalid user ghost from 187.141.143.180
"
797,"input_userauth_request: invalid user ghost [preauth]
"
798,"pam_unix(sshd:auth): check pass; user unknown
"
799,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
800,"Failed password for invalid user ghost from 187.141.143.180 port 34759 ssh2
"
801,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
802,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
803,"Invalid user ubuntu from 187.141.143.180
"
804,"input_userauth_request: invalid user ubuntu [preauth]
"
805,"pam_unix(sshd:auth): check pass; user unknown
"
806,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
807,"Failed password for invalid user ubuntu from 187.141.143.180 port 35697 ssh2
"
808,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
809,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
810,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=ftp
"
811,"Failed password for ftp from 187.141.143.180 port 36704 ssh2
"
812,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
813,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
814,"Invalid user test from 187.141.143.180
"
815,"input_userauth_request: invalid user test [preauth]
"
816,"pam_unix(sshd:auth): check pass; user unknown
"
817,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
818,"Failed password for invalid user test from 187.141.143.180 port 37598 ssh2
"
819,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
820,"Did not receive identification string from 103.207.39.16
"
821,"Invalid user support from 103.207.39.16
"
822,"input_userauth_request: invalid user support [preauth]
"
823,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
824,"Invalid user deploy from 187.141.143.180
"
825,"input_userauth_request: invalid user deploy [preauth]
"
826,"pam_unix(sshd:auth): check pass; user unknown
"
827,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
828,"pam_unix(sshd:auth): check pass; user unknown
"
829,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.207.39.16 
"
830,"Failed password for invalid user deploy from 187.141.143.180 port 38606 ssh2
"
831,"Failed password for invalid user support from 103.207.39.16 port 33310 ssh2
"
832,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
833,"Received disconnect from 103.207.39.16: 11: Closed due to user request. [preauth]
"
834,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.207.39.16  user=uucp
"
835,"Failed password for uucp from 103.207.39.16 port 42435 ssh2
"
836,"Received disconnect from 103.207.39.16: 11: Closed due to user request. [preauth]
"
837,"Invalid user admin from 103.207.39.16
"
838,"input_userauth_request: invalid user admin [preauth]
"
839,"pam_unix(sshd:auth): check pass; user unknown
"
840,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.207.39.16 
"
841,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
842,"Invalid user deploy from 187.141.143.180
"
843,"input_userauth_request: invalid user deploy [preauth]
"
844,"pam_unix(sshd:auth): check pass; user unknown
"
845,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
846,"Failed password for invalid user admin from 103.207.39.16 port 46723 ssh2
"
847,"Received disconnect from 103.207.39.16: 11: Closed due to user request. [preauth]
"
848,"Failed password for invalid user deploy from 187.141.143.180 port 39710 ssh2
"
849,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
850,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
851,"Invalid user oralce from 187.141.143.180
"
852,"input_userauth_request: invalid user oralce [preauth]
"
853,"pam_unix(sshd:auth): check pass; user unknown
"
854,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
855,"Failed password for invalid user oralce from 187.141.143.180 port 40988 ssh2
"
856,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
857,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
858,"Invalid user oracle from 187.141.143.180
"
859,"input_userauth_request: invalid user oracle [preauth]
"
860,"pam_unix(sshd:auth): check pass; user unknown
"
861,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
862,"Failed password for invalid user oracle from 187.141.143.180 port 42342 ssh2
"
863,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
864,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
865,"Invalid user nagios1 from 187.141.143.180
"
866,"input_userauth_request: invalid user nagios1 [preauth]
"
867,"pam_unix(sshd:auth): check pass; user unknown
"
868,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
869,"Failed password for invalid user nagios1 from 187.141.143.180 port 43647 ssh2
"
870,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
871,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
872,"Invalid user postgres1 from 187.141.143.180
"
873,"input_userauth_request: invalid user postgres1 [preauth]
"
874,"pam_unix(sshd:auth): check pass; user unknown
"
875,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
876,"Failed password for invalid user postgres1 from 187.141.143.180 port 45073 ssh2
"
877,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
878,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
879,"Invalid user test1 from 187.141.143.180
"
880,"input_userauth_request: invalid user test1 [preauth]
"
881,"pam_unix(sshd:auth): check pass; user unknown
"
882,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
883,"Failed password for invalid user test1 from 187.141.143.180 port 46519 ssh2
"
884,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
885,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
886,"Invalid user test2 from 187.141.143.180
"
887,"input_userauth_request: invalid user test2 [preauth]
"
888,"pam_unix(sshd:auth): check pass; user unknown
"
889,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
890,"Failed password for invalid user test2 from 187.141.143.180 port 48023 ssh2
"
891,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
892,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
893,"Invalid user bssh from 187.141.143.180
"
894,"input_userauth_request: invalid user bssh [preauth]
"
895,"pam_unix(sshd:auth): check pass; user unknown
"
896,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
897,"Failed password for invalid user bssh from 187.141.143.180 port 49412 ssh2
"
898,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
899,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
900,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=mysql
"
901,"Failed password for mysql from 187.141.143.180 port 51060 ssh2
"
902,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
903,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
904,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=mysql
"
905,"Failed password for mysql from 187.141.143.180 port 52586 ssh2
"
906,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
907,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
908,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=git
"
909,"Failed password for git from 187.141.143.180 port 53992 ssh2
"
910,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
911,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
912,"Invalid user magnos from 187.141.143.180
"
913,"input_userauth_request: invalid user magnos [preauth]
"
914,"pam_unix(sshd:auth): check pass; user unknown
"
915,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
916,"Failed password for invalid user magnos from 187.141.143.180 port 55517 ssh2
"
917,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
918,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
919,"Invalid user magnos from 187.141.143.180
"
920,"input_userauth_request: invalid user magnos [preauth]
"
921,"pam_unix(sshd:auth): check pass; user unknown
"
922,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
923,"Failed password for invalid user magnos from 187.141.143.180 port 57031 ssh2
"
924,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
925,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
926,"Invalid user ingrid from 187.141.143.180
"
927,"input_userauth_request: invalid user ingrid [preauth]
"
928,"pam_unix(sshd:auth): check pass; user unknown
"
929,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
930,"Failed password for invalid user ingrid from 187.141.143.180 port 58682 ssh2
"
931,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
932,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
933,"Invalid user jay from 187.141.143.180
"
934,"input_userauth_request: invalid user jay [preauth]
"
935,"pam_unix(sshd:auth): check pass; user unknown
"
936,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
937,"Failed password for invalid user jay from 187.141.143.180 port 60259 ssh2
"
938,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
939,"reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!
"
940,"Invalid user cyrus from 187.141.143.180
"
941,"input_userauth_request: invalid user cyrus [preauth]
"
942,"pam_unix(sshd:auth): check pass; user unknown
"
943,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180 
"
944,"Failed password for invalid user cyrus from 187.141.143.180 port 33574 ssh2
"
945,"Received disconnect from 187.141.143.180: 11: Bye Bye [preauth]
"
946,"Invalid user FILTER from 104.192.3.34
"
947,"input_userauth_request: invalid user FILTER [preauth]
"
948,"pam_unix(sshd:auth): check pass; user unknown
"
949,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=104.192.3.34 
"
950,"Failed password for invalid user FILTER from 104.192.3.34 port 33738 ssh2
"
951,"Received disconnect from 104.192.3.34: 11: Bye Bye [preauth]
"
952,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=104.192.3.34  user=root
"
953,"Failed password for root from 104.192.3.34 port 56524 ssh2
"
954,"Connection closed by 104.192.3.34 [preauth]
"
955,"Accepted password for fztu from 119.137.62.142 port 49116 ssh2
"
956,"pam_unix(sshd:session): session opened for user fztu by (uid=0)
"
957,"Invalid user matlab from 52.80.34.196
"
958,"input_userauth_request: invalid user matlab [preauth]
"
959,"pam_unix(sshd:auth): check pass; user unknown
"
960,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ec2-52-80-34-196.cn-north-1.compute.amazonaws.com.cn 
"
961,"Failed password for invalid user matlab from 52.80.34.196 port 36060 ssh2
"
962,"Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]
"
963,"Received disconnect from 119.137.62.142: 11: disconnected by user
"
964,"pam_unix(sshd:session): session closed for user fztu
"
965,"Invalid user 0 from 181.214.87.4
"
966,"input_userauth_request: invalid user 0 [preauth]
"
967,"Failed none for invalid user 0 from 181.214.87.4 port 51889 ssh2
"
968,"Connection closed by 181.214.87.4 [preauth]
"
969,"Did not receive identification string from 181.214.87.4
"
970,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root
"
971,"Failed password for root from 60.2.12.12 port 63646 ssh2
"
972,"Received disconnect from 60.2.12.12: 11: Bye Bye [preauth]
"
973,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root
"
974,"Failed password for root from 60.2.12.12 port 65244 ssh2
"
975,"Received disconnect from 60.2.12.12: 11: Bye Bye [preauth]
"
976,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root
"
977,"Failed password for root from 60.2.12.12 port 10217 ssh2
"
978,"Received disconnect from 60.2.12.12: 11: Bye Bye [preauth]
"
979,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root
"
980,"Failed password for root from 60.2.12.12 port 15145 ssh2
"
981,"Received disconnect from 60.2.12.12: 11: Bye Bye [preauth]
"
982,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root
"
983,"Failed password for root from 60.2.12.12 port 20658 ssh2
"
984,"Connection closed by 60.2.12.12 [preauth]
"
985,"Invalid user admin from 119.4.203.64
"
986,"input_userauth_request: invalid user admin [preauth]
"
987,"pam_unix(sshd:auth): check pass; user unknown
"
988,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=119.4.203.64 
"
989,"Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2
"
990,"pam_unix(sshd:auth): check pass; user unknown
"
991,"Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2
"
992,"pam_unix(sshd:auth): check pass; user unknown
"
993,"Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2
"
994,"pam_unix(sshd:auth): check pass; user unknown
"
995,"Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2
"
996,"pam_unix(sshd:auth): check pass; user unknown
"
997,"Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2
"
998,"pam_unix(sshd:auth): check pass; user unknown
"
999,"Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2
"
1000,"Disconnecting: Too many authentication failures for admin [preauth]
"
1001,"PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=119.4.203.64 
"
1002,"PAM service(sshd) ignoring max retries; 6 > 3
"
1003,"Connection closed by 1.237.174.253 [preauth]
"
1004,"Invalid user matlab from 52.80.34.196
"
1005,"input_userauth_request: invalid user matlab [preauth]
"
1006,"pam_unix(sshd:auth): check pass; user unknown
"
1007,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ec2-52-80-34-196.cn-north-1.compute.amazonaws.com.cn 
"
1008,"Failed password for invalid user matlab from 52.80.34.196 port 36060 ssh2
"
1009,"Received disconnect from 52.80.34.196: 11: Bye Bye [preauth]
"
1010,"Invalid user inspur from 183.136.162.51
"
1011,"input_userauth_request: invalid user inspur [preauth]
"
1012,"pam_unix(sshd:auth): check pass; user unknown
"
1013,"pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.136.162.51 
"
1014,"Failed password for invalid user inspur from 183.136.162.51 port 26396 ssh2
"
1015,"Received disconnect from 183.136.162.51: 11: Bye Bye [preauth]
"
1016,"Connection closed by 1.237.174.253 [preauth]
"
1017,"Connection closed by 88.147.143.242 [preauth]
"
1018,"Connection closed by 1.237.174.253 [preauth]
"
1019,"Invalid user zhangyan from 183.62.140.253
"
